,Tipo,Operación,Provincia,Vendedor
2563,Local,Venta,Girona,Jesús
2564,Local,Alquiler,Barcelona,Joaquín
2565,Oficina,Venta,Barcelona,Pedro
2566,Suelo,Venta,Barcelona,Jesús
2567,Casa,Alquiler,Lleida,Joaquín
2568,Local,Alquiler,Girona,Carmen
2569,Parking,Venta,Barcelona,Carmen
2570,Suelo,Venta,Tarragona,Luisa
2571,Industrial,Venta,Tarragona,
2572,Industrial,Venta,Lleida,Carmen
2573,Parking,Venta,Barcelona,
2574,Oficina,Venta,Lleida,
2575,Suelo,Venta,Barcelona,Luisa
2576,Piso,Alquiler,Lleida,Carmen
2577,Piso,Alquiler,Tarragona,Pedro
2578,Parking,Alquiler,Girona,Luisa
2579,Industrial,Alquiler,Lleida,Pedro
2580,Oficina,Venta,Girona,Pedro
2581,Casa,Venta,Girona,María
2582,Suelo,Alquiler,Barcelona,María
2583,Suelo,Alquiler,Barcelona,Luisa
2584,Piso,Alquiler,Girona,María
2585,Suelo,Alquiler,Lleida,Luisa
2586,Casa,Venta,Barcelona,Jesús
2587,Industrial,Venta,Barcelona,
2588,Industrial,Alquiler,Barcelona,
2589,Suelo,Alquiler,Lleida,Pedro
2590,Suelo,Venta,Tarragona,Carmen
2591,Parking,Venta,Girona,Carmen
2592,Parking,Alquiler,Girona,
2593,Local,Venta,Lleida,María
2594,Oficina,Alquiler,Girona,Joaquín
2595,Oficina,Venta,Barcelona,Jesús
2596,Suelo,Venta,Girona,Jesús
2597,Oficina,Alquiler,Barcelona,Pedro
2598,Casa,Venta,Lleida,Joaquín
2599,Parking,Venta,Barcelona,María
2600,Parking,Venta,Girona,Joaquín
2601,Oficina,Alquiler,Lleida,Luisa
2602,Parking,Venta,Girona,Luisa
2603,Oficina,Venta,Barcelona,María
2604,Piso,Alquiler,Lleida,Carmen
2605,Piso,Alquiler,Tarragona,
2606,Piso,Alquiler,Lleida,Jesús
2607,Parking,Alquiler,Lleida,María
2608,Parking,Alquiler,Girona,
2609,Oficina,Venta,Barcelona,María
2610,Parking,Alquiler,Tarragona,
2611,Oficina,Venta,Girona,Joaquín
2612,Casa,Venta,Barcelona,
2613,Parking,Venta,Tarragona,
2614,Casa,Alquiler,Barcelona,Jesús
2615,Parking,Alquiler,Lleida,Jesús
2616,Suelo,Alquiler,Barcelona,María
2617,Industrial,Venta,Lleida,Joaquín
2618,Local,Alquiler,Barcelona,María
2619,Suelo,Alquiler,Lleida,Joaquín
2620,Suelo,Venta,Tarragona,Luisa
2621,Oficina,Alquiler,Lleida,Jesús
2622,Parking,Alquiler,Lleida,
2623,Piso,Alquiler,Tarragona,María
2624,Local,Venta,Tarragona,
2625,Suelo,Venta,Girona,
2626,Suelo,Venta,Girona,María
2627,Parking,Alquiler,Lleida,Pedro
2628,Suelo,Venta,Tarragona,Joaquín
2629,Parking,Alquiler,Tarragona,Joaquín
2630,Piso,Venta,Lleida,
2631,Industrial,Venta,Lleida,Joaquín
2632,Piso,Venta,Tarragona,María
2633,Suelo,Venta,Girona,María
2634,Piso,Alquiler,Tarragona,María
2635,Parking,Alquiler,Barcelona,Luisa
2636,Parking,Venta,Girona,Luisa
2637,Oficina,Alquiler,Girona,
2638,Parking,Venta,Girona,Carmen
2639,Local,Venta,Tarragona,Pedro
2640,Oficina,Venta,Girona,Jesús
2641,Industrial,Alquiler,Lleida,
2642,Casa,Alquiler,Lleida,Joaquín
2643,Industrial,Venta,Barcelona,
2644,Casa,Venta,Lleida,Joaquín
2645,Oficina,Alquiler,Tarragona,Carmen
2646,Industrial,Alquiler,Barcelona,Luisa
2647,Local,Alquiler,Barcelona,Pedro
2648,Casa,Venta,Girona,Pedro
2649,Piso,Venta,Tarragona,Carmen
2650,Industrial,Alquiler,Barcelona,
2651,Local,Venta,Tarragona,
2652,Parking,Venta,Barcelona,Carmen
2653,Piso,Alquiler,Girona,
2654,Suelo,Venta,Lleida,
2655,Oficina,Alquiler,Barcelona,Jesús
2656,Oficina,Alquiler,Barcelona,Carmen
2657,Parking,Alquiler,Tarragona,Jesús
2658,Oficina,Venta,Tarragona,
2659,Casa,Alquiler,Tarragona,
2660,Oficina,Venta,Girona,Carmen
2661,Local,Venta,Lleida,Carmen
2662,Suelo,Alquiler,Girona,
2663,Parking,Venta,Lleida,
2664,Industrial,Alquiler,Girona,Luisa
2665,Oficina,Venta,Barcelona,Joaquín
2666,Parking,Alquiler,Lleida,
2667,Piso,Venta,Tarragona,
2668,Industrial,Venta,Girona,Carmen
2669,Suelo,Alquiler,Barcelona,
2670,Parking,Venta,Lleida,
2671,Local,Venta,Barcelona,Luisa
2672,Parking,Alquiler,Barcelona,Jesús
2673,Casa,Venta,Barcelona,Jesús
2674,Piso,Venta,Barcelona,Carmen
2675,Piso,Venta,Girona,
2676,Suelo,Venta,Lleida,
2677,Casa,Venta,Tarragona,Carmen
2678,Piso,Alquiler,Girona,María
2679,Local,Venta,Tarragona,Luisa
2680,Parking,Alquiler,Barcelona,Jesús
2681,Suelo,Venta,Lleida,
2682,Parking,Alquiler,Barcelona,María
2683,Suelo,Alquiler,Barcelona,
2684,Piso,Alquiler,Girona,Pedro
2685,Casa,Alquiler,Tarragona,
2686,Piso,Alquiler,Barcelona,
2687,Parking,Venta,Girona,
2688,Piso,Venta,Girona,María
2689,Local,Venta,Barcelona,Luisa
2690,Parking,Alquiler,Girona,Joaquín
2691,Casa,Alquiler,Tarragona,
2692,Piso,Venta,Tarragona,Jesús
2693,Piso,Venta,Lleida,
2694,Suelo,Venta,Girona,Pedro
2695,Casa,Venta,Tarragona,Luisa
2696,Oficina,Venta,Barcelona,
2697,Local,Alquiler,Barcelona,Jesús
2698,Piso,Venta,Tarragona,Joaquín
2699,Piso,Venta,Girona,
2700,Suelo,Venta,Girona,María
2701,Industrial,Alquiler,Tarragona,Luisa
2702,Casa,Venta,Barcelona,María
2703,Casa,Alquiler,Barcelona,
2704,Casa,Alquiler,Tarragona,Joaquín
2705,Local,Alquiler,Lleida,
2706,Piso,Venta,Tarragona,María
2707,Local,Alquiler,Girona,
2708,Casa,Alquiler,Girona,
2709,Piso,Alquiler,Girona,Luisa
2710,Parking,Venta,Girona,
2711,Suelo,Alquiler,Tarragona,
2712,Oficina,Venta,Girona,Carmen
2713,Industrial,Alquiler,Girona,Carmen
2714,Parking,Alquiler,Lleida,
2715,Local,Venta,Lleida,
2716,Suelo,Alquiler,Tarragona,Pedro
2717,Oficina,Venta,Tarragona,
2718,Piso,Alquiler,Lleida,
2719,Casa,Venta,Lleida,
2720,Parking,Venta,Tarragona,
2721,Parking,Venta,Barcelona,
2722,Oficina,Alquiler,Lleida,Pedro
2723,Parking,Venta,Lleida,
2724,Oficina,Alquiler,Tarragona,
2725,Piso,Venta,Tarragona,Pedro
2726,Local,Venta,Tarragona,Carmen
2727,Industrial,Alquiler,Lleida,Joaquín
2728,Oficina,Venta,Lleida,
2729,Parking,Venta,Barcelona,
2730,Piso,Venta,Barcelona,María
2731,Oficina,Venta,Lleida,
2732,Piso,Alquiler,Tarragona,María
2733,Local,Venta,Girona,Pedro
2734,Oficina,Venta,Lleida,
2735,Suelo,Alquiler,Lleida,Carmen
2736,Oficina,Alquiler,Barcelona,
2737,Parking,Alquiler,Lleida,Joaquín
2738,Oficina,Alquiler,Tarragona,
2739,Oficina,Venta,Lleida,
2740,Industrial,Venta,Barcelona,María
2741,Suelo,Venta,Lleida,
2742,Piso,Venta,Tarragona,
2743,Industrial,Venta,Tarragona,
2744,Oficina,Venta,Barcelona,Carmen
2745,Suelo,Venta,Barcelona,
2746,Suelo,Alquiler,Tarragona,
2747,Industrial,Venta,Tarragona,Carmen
2748,Casa,Venta,Lleida,
2749,Parking,Venta,Lleida,Joaquín
2750,Industrial,Alquiler,Barcelona,Jesús
2751,Local,Venta,Girona,
2752,Suelo,Venta,Lleida,María
2753,Piso,Venta,Barcelona,Luisa
2754,Oficina,Alquiler,Girona,María
2755,Oficina,Venta,Girona,
2756,Oficina,Alquiler,Tarragona,Jesús
2757,Piso,Venta,Lleida,
2758,Suelo,Alquiler,Lleida,Luisa
2759,Piso,Alquiler,Barcelona,Carmen
2760,Suelo,Alquiler,Tarragona,Carmen
2761,Local,Venta,Tarragona,
2762,Oficina,Venta,Lleida,Luisa
2763,Casa,Alquiler,Lleida,Pedro
2764,Suelo,Venta,Lleida,
2765,Suelo,Alquiler,Girona,
2766,Industrial,Venta,Barcelona,Pedro
2767,Casa,Venta,Barcelona,
2768,Casa,Venta,Girona,Joaquín
2769,Piso,Venta,Girona,María
2770,Industrial,Venta,Girona,Luisa
2771,Local,Alquiler,Girona,María
2772,Piso,Venta,Barcelona,
2773,Suelo,Alquiler,Girona,Carmen
2774,Local,Venta,Barcelona,
2775,Piso,Venta,Girona,María
2776,Industrial,Venta,Tarragona,Joaquín
2777,Piso,Venta,Lleida,Joaquín
2778,Casa,Venta,Girona,
2779,Industrial,Venta,Girona,Luisa
2780,Suelo,Venta,Tarragona,
2781,Industrial,Venta,Barcelona,
2782,Local,Venta,Tarragona,Luisa
2783,Oficina,Venta,Barcelona,
2784,Suelo,Venta,Girona,
2785,Suelo,Venta,Tarragona,Carmen
2786,Casa,Venta,Tarragona,Jesús
2787,Piso,Alquiler,Barcelona,
2788,Suelo,Alquiler,Girona,Carmen
2789,Industrial,Venta,Girona,María
2790,Piso,Venta,Barcelona,Jesús
2791,Local,Venta,Lleida,Pedro
2792,Casa,Venta,Girona,
2793,Casa,Venta,Girona,
2794,Local,Alquiler,Lleida,
2795,Local,Alquiler,Barcelona,
2796,Parking,Venta,Lleida,
2797,Oficina,Alquiler,Tarragona,
2798,Oficina,Alquiler,Barcelona,
2799,Casa,Venta,Barcelona,
2800,Suelo,Venta,Tarragona,
2801,Oficina,Venta,Lleida,Luisa
2802,Parking,Venta,Tarragona,Carmen
2803,Suelo,Alquiler,Lleida,
2804,Local,Venta,Girona,Luisa
2805,Oficina,Alquiler,Tarragona,Carmen
2806,Piso,Venta,Barcelona,Luisa
2807,Suelo,Alquiler,Tarragona,
2808,Parking,Venta,Girona,Jesús
2809,Industrial,Alquiler,Lleida,Carmen
2810,Oficina,Alquiler,Lleida,Luisa
2811,Local,Venta,Tarragona,
2812,Industrial,Venta,Barcelona,Carmen
2813,Casa,Alquiler,Barcelona,
2814,Local,Venta,Girona,
2815,Industrial,Alquiler,Barcelona,
2816,Local,Alquiler,Tarragona,Pedro
2817,Casa,Venta,Tarragona,
2818,Oficina,Venta,Tarragona,
2819,Local,Venta,Lleida,
2820,Casa,Venta,Lleida,Luisa
2821,Local,Alquiler,Tarragona,
2822,Local,Alquiler,Lleida,
2823,Parking,Venta,Girona,
2824,Casa,Venta,Lleida,Jesús
2825,Industrial,Alquiler,Barcelona,María
2826,Oficina,Venta,Lleida,
2827,Parking,Venta,Tarragona,
2828,Local,Alquiler,Girona,
2829,Suelo,Alquiler,Tarragona,Joaquín
2830,Parking,Alquiler,Tarragona,
2831,Oficina,Alquiler,Girona,Joaquín
2832,Parking,Alquiler,Lleida,
2833,Piso,Venta,Tarragona,
2834,Local,Venta,Lleida,Jesús
2835,Piso,Alquiler,Lleida,
2836,Industrial,Venta,Girona,
2837,Industrial,Alquiler,Girona,María
2838,Local,Venta,Barcelona,
2839,Casa,Alquiler,Tarragona,
2840,Industrial,Alquiler,Barcelona,Pedro
2841,Casa,Alquiler,Girona,Pedro
2842,Suelo,Alquiler,Lleida,
2843,Suelo,Alquiler,Girona,Carmen
2844,Industrial,Venta,Girona,Pedro
2845,Piso,Alquiler,Tarragona,
2846,Parking,Alquiler,Lleida,Joaquín
2847,Casa,Alquiler,Tarragona,
2848,Piso,Alquiler,Girona,
2849,Parking,Venta,Barcelona,Carmen
2850,Oficina,Venta,Girona,
2851,Local,Alquiler,Tarragona,Jesús
2852,Piso,Alquiler,Tarragona,Jesús
2853,Casa,Venta,Girona,
2854,Oficina,Alquiler,Lleida,Carmen
2855,Casa,Venta,Girona,
2856,Suelo,Alquiler,Barcelona,Pedro
2857,Parking,Alquiler,Lleida,
2858,Parking,Alquiler,Lleida,Jesús
2859,Parking,Alquiler,Lleida,Jesús
2860,Suelo,Alquiler,Barcelona,
2861,Parking,Alquiler,Girona,Pedro
2862,Industrial,Venta,Girona,Pedro
2863,Oficina,Venta,Lleida,Jesús
2864,Local,Alquiler,Girona,
2865,Piso,Venta,Lleida,
2866,Industrial,Alquiler,Lleida,
2867,Oficina,Venta,Lleida,
2868,Industrial,Alquiler,Barcelona,
2869,Casa,Alquiler,Barcelona,Luisa
2870,Industrial,Venta,Lleida,
2871,Parking,Venta,Lleida,Joaquín
2872,Industrial,Venta,Barcelona,Carmen
2873,Oficina,Venta,Girona,
2874,Local,Alquiler,Girona,
2875,Casa,Venta,Girona,Carmen
2876,Local,Alquiler,Barcelona,
2877,Parking,Venta,Girona,
2878,Oficina,Venta,Lleida,
2879,Parking,Alquiler,Lleida,Jesús
2880,Local,Venta,Girona,Pedro
2881,Piso,Venta,Tarragona,
2882,Casa,Venta,Barcelona,
2883,Piso,Alquiler,Lleida,
2884,Industrial,Alquiler,Lleida,
2885,Suelo,Alquiler,Girona,María
2886,Local,Alquiler,Girona,Carmen
2887,Local,Alquiler,Barcelona,
2888,Piso,Alquiler,Lleida,Luisa
2889,Industrial,Venta,Barcelona,
2890,Suelo,Alquiler,Lleida,
2891,Industrial,Venta,Barcelona,
2892,Parking,Alquiler,Lleida,
2893,Oficina,Alquiler,Lleida,
2894,Suelo,Venta,Tarragona,
2895,Oficina,Alquiler,Lleida,Jesús
2896,Piso,Alquiler,Girona,
2897,Casa,Alquiler,Tarragona,
2898,Industrial,Venta,Girona,Joaquín
2899,Suelo,Venta,Girona,
2900,Casa,Venta,Tarragona,
2901,Parking,Venta,Girona,Pedro
2902,Piso,Venta,Barcelona,
2903,Industrial,Alquiler,Girona,
2904,Casa,Alquiler,Tarragona,Jesús
2905,Industrial,Alquiler,Lleida,
2906,Piso,Alquiler,Tarragona,
2907,Local,Alquiler,Lleida,Joaquín
2908,Local,Alquiler,Tarragona,
2909,Suelo,Alquiler,Tarragona,
2910,Piso,Alquiler,Lleida,Joaquín
2911,Local,Venta,Lleida,
2912,Parking,Venta,Barcelona,
2913,Industrial,Alquiler,Tarragona,
2914,Parking,Venta,Barcelona,
2915,Suelo,Venta,Tarragona,
2916,Local,Venta,Lleida,
2917,Casa,Alquiler,Barcelona,
2918,Parking,Venta,Lleida,
2919,Oficina,Alquiler,Girona,
2920,Casa,Alquiler,Girona,
2921,Suelo,Venta,Tarragona,Jesús
2922,Casa,Alquiler,Tarragona,
2923,Local,Alquiler,Tarragona,
2924,Casa,Venta,Barcelona,Jesús
2925,Casa,Alquiler,Tarragona,
2926,Oficina,Venta,Lleida,
2927,Oficina,Venta,Lleida,
2928,Casa,Alquiler,Lleida,
2929,Parking,Venta,Girona,
2930,Local,Venta,Barcelona,
2931,Piso,Venta,Lleida,
2932,Parking,Venta,Girona,
2933,Casa,Venta,Barcelona,
2934,Oficina,Alquiler,Lleida,
2935,Casa,Venta,Barcelona,
2936,Piso,Venta,Girona,Joaquín
2937,Oficina,Venta,Tarragona,Jesús
2938,Parking,Venta,Barcelona,
2939,Local,Venta,Barcelona,María
2940,Piso,Venta,Barcelona,
2941,Casa,Alquiler,Lleida,
2942,Piso,Venta,Barcelona,Joaquín
2943,Industrial,Alquiler,Girona,
2944,Casa,Alquiler,Girona,
2945,Piso,Venta,Lleida,
2946,Suelo,Venta,Barcelona,
2947,Casa,Alquiler,Girona,Joaquín
2948,Industrial,Alquiler,Lleida,
2949,Industrial,Alquiler,Tarragona,
2950,Parking,Venta,Tarragona,
2951,Casa,Alquiler,Lleida,Pedro
2952,Casa,Alquiler,Girona,
2953,Local,Venta,Barcelona,
2954,Piso,Alquiler,Lleida,
2955,Industrial,Alquiler,Girona,
2956,Piso,Venta,Tarragona,
2957,Suelo,Alquiler,Girona,María
2958,Casa,Alquiler,Lleida,
2959,Industrial,Venta,Girona,
2960,Local,Alquiler,Tarragona,Jesús
2961,Oficina,Venta,Lleida,
2962,Piso,Venta,Tarragona,María
2963,Local,Venta,Tarragona,
2964,Local,Venta,Barcelona,
2965,Parking,Alquiler,Barcelona,
2966,Casa,Venta,Barcelona,
2967,Industrial,Venta,Lleida,Joaquín
2968,Industrial,Venta,Girona,
2969,Local,Alquiler,Barcelona,Joaquín
2970,Industrial,Alquiler,Barcelona,
2971,Casa,Alquiler,Tarragona,
2972,Casa,Venta,Barcelona,
2973,Piso,Venta,Girona,Joaquín
2974,Local,Alquiler,Tarragona,
2975,Industrial,Alquiler,Tarragona,
2976,Local,Alquiler,Lleida,
2977,Piso,Venta,Tarragona,
2978,Suelo,Alquiler,Girona,
2979,Casa,Alquiler,Barcelona,
2980,Piso,Alquiler,Barcelona,María
2981,Oficina,Alquiler,Barcelona,
2982,Industrial,Alquiler,Girona,
2983,Suelo,Venta,Tarragona,
2984,Parking,Venta,Barcelona,
2985,Casa,Venta,Barcelona,Joaquín
2986,Piso,Alquiler,Tarragona,Jesús
2987,Piso,Alquiler,Tarragona,
2988,Local,Venta,Girona,
2989,Suelo,Venta,Barcelona,Joaquín
2990,Parking,Venta,Barcelona,
2991,Parking,Venta,Lleida,Luisa
2992,Casa,Alquiler,Barcelona,
2993,Piso,Venta,Tarragona,
2994,Parking,Venta,Barcelona,
2995,Parking,Venta,Lleida,
2996,Suelo,Venta,Tarragona,
2997,Piso,Alquiler,Girona,
2998,Suelo,Venta,Barcelona,
2999,Local,Alquiler,Tarragona,
3000,Local,Alquiler,Lleida,
3001,Casa,Alquiler,Girona,
3002,Industrial,Alquiler,Girona,Jesús
3003,Casa,Alquiler,Girona,
3004,Casa,Alquiler,Girona,
3005,Suelo,Alquiler,Girona,
3006,Casa,Alquiler,Girona,
3007,Piso,Alquiler,Girona,
3008,Oficina,Venta,Tarragona,
3009,Suelo,Alquiler,Girona,
3010,Local,Alquiler,Tarragona,
3011,Parking,Venta,Lleida,
3012,Oficina,Venta,Barcelona,
3013,Casa,Venta,Lleida,
3014,Industrial,Alquiler,Lleida,
3015,Industrial,Alquiler,Tarragona,
3016,Casa,Alquiler,Barcelona,Joaquín
3017,Oficina,Venta,Lleida,Pedro
3018,Piso,Alquiler,Tarragona,
3019,Parking,Venta,Girona,
3020,Industrial,Alquiler,Girona,
3021,Parking,Alquiler,Barcelona,
3022,Industrial,Alquiler,Lleida,
3023,Industrial,Alquiler,Tarragona,
3024,Oficina,Alquiler,Lleida,
3025,Local,Alquiler,Lleida,
3026,Local,Alquiler,Lleida,
3027,Parking,Venta,Girona,
3028,Oficina,Venta,Lleida,
3029,Suelo,Alquiler,Girona,
3030,Industrial,Alquiler,Lleida,Pedro
3031,Casa,Venta,Tarragona,
3032,Industrial,Venta,Girona,
3033,Suelo,Venta,Lleida,
3034,Casa,Alquiler,Lleida,
3035,Casa,Alquiler,Tarragona,
3036,Oficina,Venta,Barcelona,
3037,Casa,Alquiler,Tarragona,
3038,Suelo,Alquiler,Barcelona,
3039,Suelo,Alquiler,Lleida,
3040,Oficina,Venta,Tarragona,
3041,Parking,Venta,Barcelona,
3042,Local,Venta,Lleida,Carmen
3043,Oficina,Venta,Lleida,
3044,Piso,Alquiler,Barcelona,
3045,Parking,Venta,Barcelona,María
3046,Oficina,Alquiler,Barcelona,
3047,Local,Venta,Lleida,
3048,Suelo,Venta,Girona,
3049,Oficina,Venta,Barcelona,
3050,Casa,Venta,Barcelona,
3051,Local,Venta,Girona,
3052,Piso,Venta,Girona,
3053,Casa,Venta,Lleida,
3054,Piso,Venta,Tarragona,
3055,Piso,Alquiler,Barcelona,
3056,Suelo,Venta,Barcelona,
3057,Piso,Alquiler,Lleida,
3058,Casa,Alquiler,Lleida,
3059,Suelo,Alquiler,Barcelona,
3060,Piso,Alquiler,Girona,
3061,Industrial,Venta,Tarragona,
3062,Parking,Alquiler,Barcelona,
3063,Piso,Venta,Barcelona,
3064,Parking,Venta,Tarragona,
3065,Piso,Alquiler,Girona,
3066,Piso,Venta,Barcelona,
3067,Casa,Alquiler,Barcelona,
3068,Industrial,Venta,Tarragona,
3069,Parking,Venta,Girona,
3070,Local,Alquiler,Tarragona,
3071,Suelo,Alquiler,Girona,
3072,Suelo,Venta,Tarragona,
3073,Oficina,Alquiler,Barcelona,
3074,Industrial,Venta,Girona,
3075,Parking,Alquiler,Tarragona,
3076,Industrial,Alquiler,Lleida,
3077,Industrial,Venta,Barcelona,
3078,Local,Alquiler,Girona,
3079,Local,Alquiler,Girona,
3080,Piso,Alquiler,Tarragona,
3081,Parking,Alquiler,Barcelona,
3082,Piso,Venta,Girona,
3083,Industrial,Alquiler,Girona,
3084,Local,Alquiler,Barcelona,
3085,Suelo,Venta,Tarragona,
3086,Parking,Venta,Lleida,
3087,Local,Venta,Lleida,
3088,Industrial,Venta,Girona,
3089,Local,Venta,Tarragona,
3090,Suelo,Venta,Tarragona,
3091,Parking,Alquiler,Barcelona,
3092,Industrial,Venta,Tarragona,
3093,Suelo,Alquiler,Tarragona,
3094,Local,Alquiler,Girona,
3095,Industrial,Venta,Lleida,
3096,Piso,Alquiler,Tarragona,
3097,Industrial,Alquiler,Barcelona,
3098,Oficina,Alquiler,Barcelona,
3099,Parking,Venta,Barcelona,
3100,Oficina,Venta,Lleida,
3101,Industrial,Alquiler,Lleida,
3102,Suelo,Venta,Barcelona,
3103,Suelo,Alquiler,Tarragona,
3104,Piso,Alquiler,Tarragona,
3105,Industrial,Alquiler,Girona,
3106,Suelo,Alquiler,Girona,
3107,Local,Alquiler,Girona,
3108,Casa,Alquiler,Tarragona,
3109,Parking,Alquiler,Girona,
3110,Oficina,Venta,Barcelona,
3111,Suelo,Venta,Barcelona,
3112,Piso,Alquiler,Barcelona,
3113,Casa,Alquiler,Barcelona,
3114,Parking,Venta,Lleida,
3115,Oficina,Venta,Lleida,
3116,Suelo,Venta,Girona,
3117,Piso,Venta,Tarragona,
3118,Industrial,Venta,Barcelona,
3119,Suelo,Alquiler,Lleida,
3120,Parking,Alquiler,Tarragona,
3121,Industrial,Venta,Barcelona,
3122,Parking,Venta,Tarragona,
3123,Parking,Alquiler,Girona,
3124,Piso,Venta,Barcelona,
3125,Oficina,Venta,Tarragona,
3126,Industrial,Alquiler,Lleida,
3127,Local,Venta,Lleida,
3128,Industrial,Alquiler,Girona,
3129,Parking,Alquiler,Tarragona,
3130,Suelo,Venta,Lleida,
3131,Parking,Venta,Barcelona,
3132,Suelo,Alquiler,Barcelona,
3133,Local,Venta,Tarragona,
3134,Local,Alquiler,Lleida,
3135,Local,Venta,Barcelona,
3136,Suelo,Alquiler,Girona,
3137,Local,Alquiler,Tarragona,
3138,Oficina,Alquiler,Tarragona,
3139,Industrial,Alquiler,Girona,
3140,Industrial,Alquiler,Girona,
3141,Industrial,Alquiler,Lleida,
3142,Piso,Venta,Girona,
3143,Industrial,Alquiler,Girona,
3144,Oficina,Venta,Girona,
3145,Oficina,Alquiler,Girona,
3146,Industrial,Venta,Girona,
3147,Industrial,Venta,Tarragona,
3148,Piso,Venta,Girona,
3149,Casa,Venta,Tarragona,
3150,Oficina,Alquiler,Girona,
3151,Casa,Venta,Barcelona,
3152,Casa,Venta,Girona,
3153,Casa,Venta,Barcelona,
3154,Industrial,Venta,Lleida,
3155,Piso,Venta,Lleida,
3156,Local,Alquiler,Barcelona,
3157,Local,Venta,Barcelona,
3158,Oficina,Venta,Tarragona,
3159,Industrial,Venta,Lleida,
3160,Parking,Venta,Lleida,
3161,Industrial,Venta,Barcelona,
3162,Local,Alquiler,Girona,
3163,Suelo,Venta,Tarragona,
3164,Local,Venta,Lleida,
3165,Suelo,Venta,Barcelona,
3166,Local,Alquiler,Lleida,
3167,Parking,Venta,Lleida,
3168,Industrial,Alquiler,Lleida,
3169,Suelo,Venta,Lleida,
3170,Oficina,Venta,Girona,
3171,Casa,Venta,Girona,
3172,Suelo,Venta,Barcelona,
3173,Piso,Alquiler,Girona,
3174,Local,Alquiler,Tarragona,
3175,Local,Alquiler,Girona,
3176,Piso,Venta,Girona,
3177,Casa,Alquiler,Tarragona,
3178,Parking,Alquiler,Tarragona,
3179,Piso,Venta,Girona,
3180,Piso,Alquiler,Girona,
3181,Casa,Alquiler,Lleida,
3182,Oficina,Venta,Tarragona,
3183,Piso,Alquiler,Barcelona,
3184,Industrial,Venta,Barcelona,
3185,Industrial,Venta,Lleida,
3186,Piso,Alquiler,Girona,
3187,Piso,Alquiler,Tarragona,
3188,Industrial,Alquiler,Tarragona,
3189,Parking,Venta,Barcelona,
3190,Local,Alquiler,Tarragona,
3191,Piso,Venta,Barcelona,
3192,Industrial,Venta,Girona,
3193,Parking,Alquiler,Barcelona,
3194,Suelo,Venta,Lleida,
3195,Casa,Alquiler,Girona,
3196,Parking,Alquiler,Lleida,
3197,Piso,Alquiler,Girona,
3198,Oficina,Alquiler,Tarragona,
3199,Casa,Alquiler,Tarragona,
3200,Parking,Alquiler,Girona,
3201,Oficina,Venta,Barcelona,
3202,Suelo,Alquiler,Tarragona,
3203,Parking,Venta,Lleida,
3204,Suelo,Venta,Girona,
3205,Parking,Alquiler,Lleida,
3206,Oficina,Alquiler,Lleida,
3207,Parking,Venta,Tarragona,
3208,Suelo,Alquiler,Lleida,
3209,Local,Venta,Tarragona,
3210,Local,Alquiler,Girona,
3211,Local,Venta,Lleida,
3212,Casa,Alquiler,Barcelona,
3213,Suelo,Venta,Tarragona,
3214,Industrial,Venta,Tarragona,
3215,Casa,Venta,Lleida,
3216,Industrial,Venta,Girona,
3217,Piso,Venta,Tarragona,
3218,Oficina,Alquiler,Barcelona,
3219,Oficina,Venta,Lleida,
3220,Local,Alquiler,Lleida,
3221,Parking,Venta,Girona,
3222,Industrial,Alquiler,Lleida,
3223,Industrial,Venta,Lleida,
3224,Casa,Venta,Tarragona,
3225,Local,Venta,Tarragona,
3226,Suelo,Venta,Tarragona,
3227,Piso,Venta,Tarragona,
3228,Local,Alquiler,Tarragona,
3229,Suelo,Alquiler,Barcelona,
3230,Oficina,Alquiler,Barcelona,
3231,Industrial,Venta,Tarragona,
3232,Oficina,Venta,Barcelona,
3233,Industrial,Alquiler,Girona,
3234,Oficina,Alquiler,Tarragona,
3235,Casa,Alquiler,Girona,
3236,Oficina,Venta,Lleida,
3237,Casa,Alquiler,Lleida,
3238,Local,Venta,Barcelona,
3239,Oficina,Alquiler,Tarragona,
3240,Industrial,Alquiler,Tarragona,
3241,Suelo,Alquiler,Barcelona,
3242,Suelo,Venta,Girona,
3243,Piso,Alquiler,Lleida,
3244,Industrial,Alquiler,Barcelona,
3245,Parking,Venta,Barcelona,
3246,Oficina,Venta,Barcelona,
3247,Piso,Venta,Barcelona,
3248,Suelo,Venta,Tarragona,
3249,Suelo,Alquiler,Tarragona,
3250,Parking,Venta,Girona,
3251,Local,Alquiler,Lleida,
3252,Casa,Venta,Girona,
3253,Casa,Alquiler,Girona,
3254,Oficina,Venta,Girona,
3255,Piso,Alquiler,Girona,
3256,Suelo,Alquiler,Girona,
3257,Local,Venta,Barcelona,
3258,Industrial,Alquiler,Lleida,
3259,Casa,Alquiler,Lleida,
3260,Industrial,Venta,Lleida,
3261,Casa,Alquiler,Tarragona,
3262,Casa,Alquiler,Barcelona,
3263,Local,Alquiler,Tarragona,
3264,Parking,Venta,Girona,
3265,Casa,Alquiler,Tarragona,
3266,Casa,Venta,Barcelona,
3267,Industrial,Alquiler,Barcelona,
3268,Suelo,Alquiler,Tarragona,
3269,Suelo,Alquiler,Tarragona,
3270,Parking,Venta,Tarragona,
3271,Oficina,Alquiler,Tarragona,
3272,Local,Alquiler,Girona,
3273,Local,Venta,Lleida,
3274,Casa,Venta,Barcelona,
3275,Oficina,Venta,Girona,
