Vendedor,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta
Luisa,1762,2005-09-26,Casa,Venta,Girona,191,1514057,2006-09-20
María,1764,2005-09-27,Piso,Alquiler,Barcelona,187,911064,2006-02-24
María,1765,2005-09-29,Industrial,Alquiler,Barcelona,121,490897,2006-09-27
Jesús,1766,2005-09-29,Oficina,Venta,Barcelona,231,2299374,2006-05-15
Pedro,1769,2005-10-01,Oficina,Venta,Tarragona,134,549668,2006-08-10
María,1770,2005-10-01,Piso,Venta,Barcelona,164,878712,2006-01-21
María,1771,2005-10-01,Local,Alquiler,Tarragona,285,1779825,2006-02-28
Jesús,1772,2005-10-01,Industrial,Alquiler,Lleida,148,644688,2006-05-22
Jesús,1773,2005-10-01,Casa,Venta,Barcelona,132,850476,2006-05-20
Pedro,1774,2005-10-01,Casa,Venta,Lleida,193,1033515,2005-12-30
Jesús,1776,2005-10-01,Parking,Venta,Tarragona,229,2215117,2006-08-01
Luisa,1777,2005-10-02,Local,Venta,Girona,279,1512738,2006-07-08
Pedro,1778,2005-10-02,Local,Alquiler,Barcelona,204,1929228,2006-05-14
María,1780,2005-10-02,Casa,Venta,Barcelona,180,979560,2006-06-09
Luisa,1782,2005-10-02,Casa,Alquiler,Barcelona,258,1146552,2006-07-26
Pedro,1783,2005-10-03,Piso,Venta,Lleida,300,1506300,2006-04-24
Joaquín,1787,2005-10-03,Parking,Venta,Tarragona,299,2669472,2006-06-10
Luisa,1790,2005-10-04,Local,Venta,Girona,238,2184364,2006-08-11
Carmen,1791,2005-10-04,Oficina,Alquiler,Girona,228,1747392,2006-05-24
Pedro,1792,2005-10-05,Local,Venta,Barcelona,106,804540,2006-10-02
Joaquín,1793,2005-10-05,Casa,Alquiler,Barcelona,274,1753052,2006-02-28
Luisa,1794,2005-10-05,Local,Alquiler,Girona,118,970314,2006-02-15
Jesús,1795,2005-10-05,Oficina,Venta,Barcelona,224,1420160,2006-05-03
Jesús,1796,2005-10-06,Casa,Alquiler,Girona,208,1811680,2006-05-31
Carmen,1797,2005-10-06,Suelo,Alquiler,Lleida,132,882420,2006-10-06
Luisa,1798,2005-10-06,Local,Alquiler,Barcelona,211,1522998,2006-06-02
Carmen,1799,2005-10-06,Oficina,Alquiler,Lleida,289,2249576,2006-06-18
Jesús,1800,2005-10-06,Industrial,Venta,Lleida,160,1319520,2006-08-02
Joaquín,1801,2005-10-06,Piso,Venta,Tarragona,127,1204722,2006-07-29
Carmen,1802,2005-10-07,Oficina,Venta,Barcelona,158,909606,2006-06-19
Luisa,1803,2005-10-07,Casa,Venta,Lleida,253,2378453,2006-09-10
Luisa,1804,2005-10-07,Suelo,Venta,Barcelona,116,857936,2006-01-23
Pedro,1805,2005-10-07,Suelo,Venta,Barcelona,242,1963104,2006-07-19
Pedro,1806,2005-10-08,Industrial,Venta,Tarragona,264,1133352,2006-02-02
María,1807,2005-10-09,Local,Alquiler,Girona,211,1244056,2006-09-01
Joaquín,1808,2005-10-09,Local,Venta,Lleida,129,735945,2006-06-08
María,1809,2005-10-11,Local,Alquiler,Girona,151,1382707,2006-05-07
Pedro,1811,2005-10-12,Oficina,Venta,Lleida,215,1473180,2006-05-12
Joaquín,1812,2005-10-12,Oficina,Venta,Barcelona,124,945624,2006-05-22
María,1813,2005-10-12,Local,Alquiler,Girona,246,2010312,2006-02-21
Pedro,1816,2005-10-12,Industrial,Venta,Tarragona,120,1050000,2006-02-05
Luisa,1818,2005-10-13,Local,Venta,Lleida,255,2063460,2006-05-25
Pedro,1819,2005-10-13,Casa,Venta,Lleida,245,1605730,2006-06-20
Luisa,1820,2005-10-14,Industrial,Venta,Lleida,122,497272,2006-08-16
Carmen,1821,2005-10-14,Casa,Alquiler,Girona,207,1556226,2006-06-21
Joaquín,1823,2005-10-15,Parking,Alquiler,Barcelona,271,2334123,2006-08-02
Jesús,1824,2005-10-15,Local,Alquiler,Lleida,257,2136184,2006-04-18
Pedro,1825,2005-10-15,Piso,Venta,Girona,262,2390750,2006-03-11
Joaquín,1826,2005-10-16,Suelo,Venta,Barcelona,228,994536,2006-03-27
Joaquín,1827,2005-10-16,Oficina,Venta,Girona,145,1169860,2006-05-06
Luisa,1828,2005-10-16,Local,Venta,Barcelona,214,1687604,2006-01-22
Jesús,1829,2005-10-17,Industrial,Alquiler,Lleida,159,724563,2006-08-27
Jesús,1830,2005-10-17,Oficina,Venta,Lleida,202,1867692,2006-03-06
Carmen,1831,2005-10-17,Oficina,Venta,Tarragona,156,991224,2006-05-30
Carmen,1832,2005-10-18,Piso,Alquiler,Lleida,211,1284568,2006-08-26
Joaquín,1834,2005-10-18,Casa,Alquiler,Girona,157,1182053,2006-04-09
María,1836,2005-10-20,Parking,Alquiler,Barcelona,133,745864,2006-06-01
Luisa,1838,2005-10-20,Suelo,Alquiler,Tarragona,214,1642664,2006-08-29
Jesús,1839,2005-10-21,Casa,Alquiler,Girona,258,2475510,2006-06-28
Carmen,1840,2005-10-22,Suelo,Alquiler,Barcelona,276,1544496,2006-05-12
Pedro,1842,2005-10-22,Industrial,Venta,Lleida,254,2299208,2006-09-05
Pedro,1844,2005-10-23,Parking,Alquiler,Tarragona,107,658157,2006-03-16
Jesús,1845,2005-10-25,Suelo,Alquiler,Tarragona,158,938836,2006-09-05
Carmen,1846,2005-10-26,Local,Alquiler,Lleida,205,1597360,2006-10-15
Joaquín,1847,2005-10-27,Oficina,Alquiler,Tarragona,182,1499134,2006-09-07
María,1848,2005-10-27,Oficina,Venta,Girona,266,1327606,2006-05-02
Pedro,1849,2005-10-28,Casa,Venta,Girona,160,781120,2006-04-10
Jesús,1850,2005-10-28,Parking,Alquiler,Barcelona,218,991900,2006-05-28
Joaquín,1851,2005-10-28,Parking,Venta,Tarragona,162,957582,2006-03-24
Luisa,1852,2005-10-28,Piso,Alquiler,Girona,164,1421060,2006-10-28
Luisa,1853,2005-10-28,Industrial,Alquiler,Barcelona,224,1422624,2006-03-12
Luisa,1854,2005-10-28,Suelo,Venta,Barcelona,249,1878954,2006-10-28
Jesús,1855,2005-10-29,Casa,Venta,Girona,160,1263040,2006-02-08
Pedro,1856,2005-10-29,Casa,Venta,Girona,284,2467960,2006-04-25
María,1857,2005-10-30,Local,Venta,Lleida,254,2394204,2006-08-19
María,1858,2005-10-30,Parking,Alquiler,Lleida,103,536733,2006-10-28
Pedro,1859,2005-10-31,Casa,Alquiler,Girona,216,1883088,2006-10-18
María,1860,2005-11-01,Oficina,Alquiler,Girona,213,2083779,2006-04-23
María,1861,2005-11-02,Suelo,Venta,Lleida,228,1944840,2006-10-10
Pedro,1862,2005-11-02,Parking,Venta,Barcelona,249,2221329,2006-05-12
Luisa,1867,2005-11-03,Parking,Venta,Tarragona,111,514596,2006-05-27
Joaquín,1869,2005-11-04,Piso,Venta,Girona,259,1074332,2006-02-09
María,1870,2005-11-04,Suelo,Venta,Girona,191,1895293,2006-07-21
Luisa,1871,2005-11-05,Oficina,Venta,Girona,119,523481,2006-10-29
Carmen,1872,2005-11-05,Industrial,Alquiler,Girona,233,1644747,2006-05-05
Luisa,1873,2005-11-05,Parking,Alquiler,Tarragona,122,1162172,2006-02-26
Carmen,1874,2005-11-07,Piso,Venta,Lleida,128,706560,2006-04-16
Joaquín,1876,2005-11-08,Local,Alquiler,Lleida,191,1370998,2006-09-07
Pedro,1877,2005-11-08,Oficina,Venta,Tarragona,171,1093887,2006-04-09
María,1878,2005-11-08,Local,Venta,Girona,170,974610,2006-08-18
Jesús,1880,2005-11-08,Oficina,Alquiler,Girona,153,912798,2006-05-31
Pedro,1881,2005-11-09,Piso,Alquiler,Tarragona,157,1174203,2006-04-09
María,1882,2005-11-09,Suelo,Alquiler,Lleida,186,1713990,2006-08-28
Jesús,1883,2005-11-09,Parking,Alquiler,Girona,156,1508988,2006-09-18
María,1884,2005-11-10,Local,Alquiler,Barcelona,246,2216214,2006-04-17
Carmen,1885,2005-11-12,Suelo,Venta,Tarragona,225,1300500,2006-07-24
Joaquín,1886,2005-11-12,Oficina,Alquiler,Girona,273,2333058,2006-03-05
Pedro,1887,2005-11-13,Parking,Venta,Barcelona,156,692484,2006-02-19
Carmen,1890,2005-11-13,Oficina,Venta,Tarragona,251,2070750,2006-09-03
Carmen,1892,2005-11-13,Industrial,Venta,Tarragona,154,1380764,2006-05-04
María,1895,2005-11-14,Suelo,Venta,Lleida,280,1720320,2006-04-05
María,1896,2005-11-14,Oficina,Venta,Lleida,191,804683,2006-02-14
María,1898,2005-11-16,Suelo,Alquiler,Lleida,163,1179957,2006-06-06
Luisa,1899,2005-11-16,Industrial,Alquiler,Barcelona,114,878940,2006-10-18
Carmen,1900,2005-11-16,Local,Venta,Tarragona,277,1116587,2006-10-01
Carmen,1901,2005-11-17,Piso,Alquiler,Tarragona,161,917378,2006-05-04
Pedro,1903,2005-11-19,Parking,Venta,Barcelona,145,1213505,2006-11-05
Luisa,1904,2005-11-19,Oficina,Venta,Tarragona,220,1601600,2006-05-05
Jesús,1907,2005-11-20,Suelo,Venta,Tarragona,106,501380,2006-10-16
Carmen,1909,2005-11-21,Parking,Alquiler,Tarragona,119,508606,2006-08-17
Luisa,1910,2005-11-21,Suelo,Alquiler,Tarragona,185,1179190,2006-03-14
Joaquín,1911,2005-11-21,Casa,Alquiler,Barcelona,113,1059827,2006-10-21
María,1913,2005-11-22,Industrial,Alquiler,Tarragona,287,1926344,2006-06-18
Joaquín,1914,2005-11-22,Local,Alquiler,Lleida,161,914641,2006-04-11
María,1915,2005-11-22,Industrial,Alquiler,Lleida,177,1736901,2006-10-24
Pedro,1916,2005-11-22,Oficina,Venta,Lleida,263,2323868,2006-05-25
María,1920,2005-11-23,Suelo,Venta,Girona,243,2347137,2006-07-19
Jesús,1922,2005-11-24,Casa,Venta,Tarragona,223,1360523,2006-03-02
María,1923,2005-11-24,Suelo,Alquiler,Tarragona,287,1276289,2006-04-19
Carmen,1924,2005-11-25,Parking,Alquiler,Tarragona,295,2613405,2006-11-23
Joaquín,1925,2005-11-25,Industrial,Alquiler,Barcelona,276,1817736,2006-09-14
Carmen,1926,2005-11-25,Suelo,Alquiler,Girona,103,557127,2006-05-08
Jesús,1928,2005-11-26,Piso,Alquiler,Tarragona,179,1674903,2006-04-30
Pedro,1930,2005-11-26,Industrial,Alquiler,Tarragona,276,1539252,2006-09-20
Jesús,1931,2005-11-27,Casa,Alquiler,Tarragona,288,1228320,2006-09-23
Luisa,1933,2005-11-27,Industrial,Alquiler,Barcelona,180,1688040,2006-07-07
Carmen,1934,2005-11-28,Industrial,Alquiler,Tarragona,105,1021230,2006-09-17
Luisa,1936,2005-11-28,Piso,Venta,Barcelona,249,1780350,2006-03-14
Luisa,1937,2005-11-28,Suelo,Venta,Girona,188,1265992,2006-10-21
Carmen,1938,2005-11-29,Local,Venta,Tarragona,154,783860,2006-05-10
Carmen,1939,2005-11-29,Industrial,Alquiler,Girona,137,693631,2006-07-21
Pedro,1940,2005-11-30,Industrial,Venta,Girona,102,941154,2006-08-11
María,1941,2005-11-30,Casa,Venta,Lleida,172,1701080,2006-10-06
Pedro,1942,2005-11-30,Oficina,Alquiler,Girona,113,747947,2006-06-09
Jesús,1943,2005-12-01,Oficina,Venta,Lleida,289,1406563,2006-08-10
Jesús,1944,2005-12-01,Local,Alquiler,Girona,210,1527120,2006-06-17
Luisa,1945,2005-12-03,Local,Venta,Lleida,264,1545720,2006-06-09
Joaquín,1946,2005-12-03,Piso,Alquiler,Barcelona,264,2147112,2006-05-10
Carmen,1947,2005-12-03,Piso,Alquiler,Lleida,176,1189936,2006-08-12
Pedro,1948,2005-12-04,Casa,Alquiler,Barcelona,176,1685904,2006-07-29
Jesús,1951,2005-12-05,Industrial,Alquiler,Girona,162,753786,2006-09-26
María,1952,2005-12-06,Casa,Alquiler,Lleida,162,1341684,2006-11-09
Jesús,1953,2005-12-06,Parking,Alquiler,Girona,250,2103000,2006-09-13
Joaquín,1954,2005-12-06,Industrial,Venta,Lleida,264,1346136,2006-10-25
María,1955,2005-12-07,Casa,Venta,Barcelona,150,753900,2006-03-30
Pedro,1956,2005-12-07,Industrial,Venta,Girona,202,1028382,2006-05-07
Luisa,1957,2005-12-08,Oficina,Alquiler,Barcelona,293,2868470,2006-03-18
Joaquín,1958,2005-12-09,Parking,Alquiler,Lleida,296,1536832,2006-08-22
María,1959,2005-12-09,Casa,Venta,Tarragona,203,1002211,2006-10-04
María,1960,2005-12-09,Industrial,Venta,Tarragona,287,2446962,2006-11-10
Pedro,1961,2005-12-09,Suelo,Venta,Barcelona,171,807120,2006-11-21
Carmen,1962,2005-12-11,Suelo,Venta,Barcelona,238,2203166,2006-05-01
Joaquín,1963,2005-12-12,Oficina,Alquiler,Tarragona,117,536679,2006-07-19
María,1964,2005-12-13,Piso,Venta,Girona,116,804344,2006-04-29
Pedro,1967,2005-12-14,Casa,Venta,Lleida,216,2046384,2006-07-03
Jesús,1968,2005-12-15,Local,Venta,Lleida,218,1732446,2006-10-05
María,1969,2005-12-16,Piso,Venta,Barcelona,259,1842785,2006-07-19
María,1970,2005-12-16,Casa,Venta,Barcelona,106,856692,2006-06-12
Joaquín,1971,2005-12-16,Oficina,Alquiler,Girona,135,857925,2006-06-25
María,1972,2005-12-17,Casa,Alquiler,Tarragona,154,814968,2006-11-26
Jesús,1975,2005-12-17,Suelo,Alquiler,Barcelona,147,907137,2006-06-19
Carmen,1976,2005-12-17,Local,Venta,Barcelona,165,1393095,2006-12-15
Luisa,1977,2005-12-18,Local,Alquiler,Tarragona,207,1395387,2006-05-18
Pedro,1978,2005-12-19,Casa,Venta,Tarragona,162,696762,2006-07-06
María,1979,2005-12-20,Industrial,Alquiler,Barcelona,238,2136288,2006-09-01
Carmen,1980,2005-12-20,Local,Venta,Lleida,281,2671748,2006-12-18
Luisa,1982,2005-12-21,Piso,Venta,Barcelona,248,1036392,2006-12-03
Luisa,1983,2005-12-21,Suelo,Alquiler,Barcelona,243,2390634,2006-06-26
Luisa,1984,2005-12-21,Oficina,Venta,Tarragona,110,701250,2006-11-11
Pedro,1985,2005-12-21,Piso,Venta,Tarragona,289,2789428,2006-04-29
Joaquín,1986,2005-12-21,Oficina,Alquiler,Barcelona,190,940500,2006-12-11
Jesús,1987,2005-12-21,Parking,Alquiler,Girona,139,875978,2006-05-04
María,1988,2005-12-22,Industrial,Alquiler,Girona,210,1770930,2006-04-20
Jesús,1989,2005-12-22,Casa,Venta,Barcelona,276,2548584,2006-10-13
Joaquín,1990,2005-12-22,Suelo,Alquiler,Tarragona,203,2021880,2006-04-29
Jesús,1991,2005-12-22,Oficina,Venta,Tarragona,274,2456958,2006-10-03
Luisa,1992,2005-12-22,Industrial,Venta,Lleida,116,984144,2006-06-04
Jesús,1993,2005-12-23,Local,Venta,Girona,299,2110342,2006-04-13
Pedro,1995,2005-12-23,Local,Alquiler,Barcelona,267,2263626,2006-07-04
Luisa,1996,2005-12-23,Industrial,Venta,Tarragona,178,1642584,2006-12-18
Jesús,1997,2005-12-23,Casa,Venta,Tarragona,206,1058840,2006-04-02
Luisa,1998,2005-12-24,Local,Venta,Tarragona,264,2303928,2006-04-17
Pedro,1999,2005-12-24,Piso,Venta,Tarragona,243,1693710,2006-05-23
Joaquín,2001,2005-12-25,Suelo,Venta,Barcelona,265,1348055,2006-07-19
María,2002,2005-12-25,Casa,Venta,Barcelona,283,1653852,2006-08-28
María,2003,2005-12-26,Piso,Alquiler,Tarragona,300,1432500,2006-06-21
Luisa,2005,2005-12-26,Industrial,Alquiler,Lleida,142,629628,2006-04-20
Jesús,2006,2005-12-27,Parking,Venta,Girona,272,1774528,2006-06-21
Jesús,2008,2005-12-27,Casa,Alquiler,Barcelona,221,1401361,2006-03-30
Pedro,2009,2005-12-27,Parking,Alquiler,Tarragona,137,927627,2006-12-05
Luisa,2010,2005-12-27,Piso,Venta,Barcelona,158,1040746,2006-09-25
Carmen,2011,2005-12-28,Oficina,Venta,Lleida,259,1555813,2006-09-17
Pedro,2013,2005-12-30,Casa,Alquiler,Lleida,137,740211,2006-12-12
Carmen,2014,2005-12-30,Oficina,Alquiler,Girona,227,2029607,2006-10-20
María,2015,2005-12-30,Parking,Venta,Girona,262,1407726,2006-11-01
Jesús,2016,2005-12-31,Casa,Alquiler,Girona,284,2815292,2006-12-07
María,2017,2005-12-31,Parking,Alquiler,Barcelona,202,1329968,2006-10-22
Jesús,2019,2006-01-01,Parking,Alquiler,Tarragona,204,1347420,2006-07-13
Jesús,2021,2006-01-01,Oficina,Alquiler,Lleida,150,873000,2006-12-17
Carmen,2022,2006-01-02,Industrial,Venta,Tarragona,129,588756,2006-09-05
Luisa,2023,2006-01-02,Local,Venta,Girona,141,763233,2006-12-26
Joaquín,2024,2006-01-02,Casa,Alquiler,Girona,271,2471249,2006-04-04
Luisa,2025,2006-01-02,Local,Alquiler,Lleida,277,1499678,2006-11-03
Joaquín,2026,2006-01-03,Oficina,Alquiler,Barcelona,216,1109808,2006-06-24
María,2028,2006-01-03,Local,Venta,Barcelona,122,680760,2006-05-01
Carmen,2029,2006-01-03,Local,Alquiler,Barcelona,179,1176209,2006-06-29
Luisa,2030,2006-01-03,Casa,Alquiler,Barcelona,229,2219468,2006-07-12
Luisa,2031,2006-01-03,Parking,Venta,Lleida,233,1450425,2006-07-16
María,2032,2006-01-03,Industrial,Venta,Girona,116,616192,2006-05-21
María,2033,2006-01-03,Casa,Alquiler,Girona,155,1247750,2006-09-11
Luisa,2034,2006-01-05,Casa,Alquiler,Girona,163,761047,2006-10-16
Joaquín,2035,2006-01-05,Industrial,Venta,Lleida,289,1809140,2006-09-12
Pedro,2037,2006-01-06,Local,Venta,Barcelona,110,700700,2006-04-20
María,2038,2006-01-06,Local,Alquiler,Barcelona,283,2107784,2006-04-19
Joaquín,2039,2006-01-06,Parking,Venta,Barcelona,199,1139076,2006-06-21
Joaquín,2040,2006-01-07,Oficina,Alquiler,Lleida,207,2014110,2006-11-01
María,2041,2006-01-07,Industrial,Venta,Tarragona,120,823200,2006-09-02
María,2043,2006-01-08,Casa,Alquiler,Girona,280,2346400,2006-05-07
Jesús,2044,2006-01-08,Suelo,Alquiler,Lleida,107,567742,2006-09-19
Joaquín,2045,2006-01-09,Piso,Alquiler,Tarragona,194,1792560,2006-05-05
Luisa,2046,2006-01-09,Industrial,Alquiler,Girona,256,2331648,2006-11-26
Luisa,2047,2006-01-09,Piso,Alquiler,Barcelona,249,2053005,2006-07-24
Pedro,2048,2006-01-10,Local,Venta,Tarragona,170,1102280,2006-08-05
Jesús,2049,2006-01-10,Casa,Venta,Barcelona,275,1856525,2006-09-04
María,2050,2006-01-10,Casa,Alquiler,Barcelona,180,1741320,2006-06-08
María,2051,2006-01-11,Parking,Venta,Tarragona,130,1275560,2006-11-13
María,2053,2006-01-11,Oficina,Venta,Girona,185,1730675,2006-10-07
Luisa,2054,2006-01-11,Oficina,Venta,Tarragona,247,1568697,2006-05-14
Jesús,2055,2006-01-11,Industrial,Alquiler,Barcelona,271,1196465,2006-08-05
Jesús,2056,2006-01-12,Piso,Alquiler,Girona,289,2462280,2007-01-05
Luisa,2058,2006-01-13,Industrial,Alquiler,Tarragona,122,1184376,2006-10-03
María,2060,2006-01-13,Oficina,Venta,Barcelona,207,1437408,2006-08-21
Jesús,2061,2006-01-13,Suelo,Venta,Lleida,261,1615851,2006-12-25
María,2063,2006-01-13,Suelo,Venta,Barcelona,274,1450556,2006-09-03
Luisa,2064,2006-01-14,Industrial,Alquiler,Barcelona,144,1331856,2006-12-19
Pedro,2065,2006-01-14,Casa,Venta,Tarragona,148,873200,2006-09-26
Carmen,2066,2006-01-14,Local,Alquiler,Girona,165,1461570,2006-10-17
Joaquín,2067,2006-01-14,Oficina,Alquiler,Lleida,129,562827,2006-11-16
Luisa,2068,2006-01-14,Local,Alquiler,Lleida,255,2494410,2006-11-22
Joaquín,2069,2006-01-15,Oficina,Alquiler,Barcelona,199,1685132,2006-11-07
Joaquín,2070,2006-01-15,Suelo,Venta,Barcelona,245,2399040,2006-05-31
Carmen,2071,2006-01-15,Oficina,Alquiler,Lleida,272,2487712,2006-04-25
María,2073,2006-01-15,Casa,Venta,Girona,239,2030783,2006-12-16
Joaquín,2075,2006-01-16,Local,Venta,Lleida,209,1355365,2006-07-01
Carmen,2076,2006-01-17,Piso,Venta,Barcelona,267,1074675,2006-10-20
Jesús,2077,2006-01-17,Industrial,Alquiler,Lleida,246,2398008,2006-05-22
Carmen,2078,2006-01-17,Oficina,Alquiler,Barcelona,123,609342,2006-05-10
Pedro,2079,2006-01-17,Industrial,Alquiler,Barcelona,221,1411969,2006-07-26
María,2080,2006-01-18,Suelo,Venta,Girona,234,2049606,2006-04-21
María,2082,2006-01-19,Piso,Alquiler,Tarragona,114,938562,2006-06-16
María,2083,2006-01-19,Piso,Venta,Girona,267,2245203,2006-07-28
María,2084,2006-01-19,Parking,Alquiler,Girona,188,1422220,2006-07-20
María,2085,2006-01-19,Industrial,Venta,Girona,296,2387832,2006-06-28
Pedro,2086,2006-01-20,Local,Alquiler,Girona,256,1428480,2006-06-26
Pedro,2087,2006-01-20,Parking,Alquiler,Barcelona,265,2119735,2006-10-15
Luisa,2088,2006-01-21,Industrial,Venta,Lleida,101,674276,2006-10-30
Jesús,2090,2006-01-21,Suelo,Alquiler,Lleida,178,1104846,2006-06-08
Carmen,2091,2006-01-23,Suelo,Venta,Lleida,171,1298403,2006-08-31
María,2093,2006-01-23,Industrial,Alquiler,Tarragona,293,1182841,2006-06-15
Pedro,2094,2006-01-23,Casa,Alquiler,Girona,154,1427118,2006-10-03
Jesús,2096,2006-01-23,Local,Alquiler,Lleida,137,831316,2006-11-11
Carmen,2097,2006-01-23,Local,Alquiler,Tarragona,190,1469460,2007-01-10
Luisa,2098,2006-01-24,Oficina,Alquiler,Girona,123,1133199,2006-09-23
Luisa,2099,2006-01-24,Local,Venta,Lleida,144,1247760,2006-08-03
María,2101,2006-01-24,Piso,Venta,Tarragona,220,1522840,2006-05-02
Carmen,2102,2006-01-24,Local,Venta,Tarragona,197,1489911,2006-04-24
Joaquín,2103,2006-01-25,Casa,Alquiler,Tarragona,229,1447509,2006-04-29
Joaquín,2104,2006-01-25,Oficina,Venta,Barcelona,223,1970874,2006-06-08
Pedro,2105,2006-01-25,Oficina,Alquiler,Lleida,237,1438827,2006-05-12
Jesús,2106,2006-01-25,Parking,Alquiler,Tarragona,212,1440540,2006-10-10
Pedro,2108,2006-01-26,Oficina,Venta,Tarragona,139,1197485,2007-01-24
Pedro,2110,2006-01-26,Suelo,Alquiler,Barcelona,273,1528254,2006-06-15
Luisa,2111,2006-01-26,Oficina,Venta,Lleida,261,2233899,2006-10-29
Joaquín,2113,2006-01-26,Oficina,Venta,Lleida,258,2111472,2006-05-31
Luisa,2114,2006-01-27,Oficina,Alquiler,Lleida,136,656744,2006-05-15
Pedro,2115,2006-01-28,Casa,Alquiler,Tarragona,254,1713992,2006-07-08
Jesús,2116,2006-01-28,Parking,Alquiler,Tarragona,294,1355046,2006-10-02
Jesús,2118,2006-01-29,Industrial,Venta,Lleida,246,1285842,2006-08-09
Joaquín,2121,2006-01-30,Industrial,Alquiler,Tarragona,169,810186,2006-12-05
Pedro,2122,2006-01-30,Oficina,Alquiler,Girona,123,757434,2006-08-23
María,2126,2006-02-01,Piso,Venta,Barcelona,252,2381400,2006-06-13
Pedro,2127,2006-02-01,Piso,Venta,Lleida,157,1409546,2007-01-05
María,2128,2006-02-02,Parking,Venta,Lleida,264,2181432,2006-12-25
Luisa,2129,2006-02-02,Casa,Alquiler,Barcelona,234,1286766,2006-10-12
Jesús,2130,2006-02-02,Piso,Venta,Lleida,168,928368,2006-12-25
Joaquín,2131,2006-02-02,Oficina,Alquiler,Tarragona,288,1820448,2006-11-13
Carmen,2132,2006-02-03,Suelo,Alquiler,Tarragona,210,1482810,2006-11-23
Carmen,2134,2006-02-03,Parking,Venta,Lleida,235,2290545,2006-08-22
Carmen,2135,2006-02-04,Industrial,Alquiler,Tarragona,283,1709037,2006-07-14
Joaquín,2137,2006-02-04,Local,Venta,Tarragona,216,1204200,2007-01-17
Pedro,2138,2006-02-04,Parking,Venta,Girona,108,1041120,2006-05-07
Pedro,2139,2006-02-05,Industrial,Alquiler,Lleida,129,1140876,2006-07-02
Luisa,2140,2006-02-05,Piso,Alquiler,Lleida,194,1315126,2006-09-11
María,2143,2006-02-06,Parking,Alquiler,Tarragona,124,536672,2007-01-30
Pedro,2144,2006-02-07,Piso,Alquiler,Tarragona,218,1677728,2006-05-19
Jesús,2147,2006-02-07,Casa,Venta,Barcelona,104,682240,2006-08-30
Carmen,2148,2006-02-07,Oficina,Alquiler,Tarragona,206,1747292,2006-06-11
Jesús,2149,2006-02-08,Oficina,Alquiler,Barcelona,142,693244,2006-09-19
Pedro,2150,2006-02-08,Industrial,Alquiler,Barcelona,211,1155436,2006-12-27
Jesús,2152,2006-02-09,Piso,Venta,Barcelona,293,1298869,2006-07-11
María,2153,2006-02-09,Parking,Venta,Barcelona,227,2001232,2006-12-06
Carmen,2154,2006-02-09,Oficina,Venta,Girona,200,1539800,2006-12-25
Carmen,2155,2006-02-09,Industrial,Alquiler,Girona,252,1949220,2006-10-20
María,2156,2006-02-09,Industrial,Alquiler,Tarragona,259,1627556,2006-05-30
María,2157,2006-02-10,Casa,Venta,Tarragona,254,1522222,2007-02-05
Jesús,2159,2006-02-11,Oficina,Venta,Barcelona,233,1157544,2006-06-10
Joaquín,2160,2006-02-12,Piso,Alquiler,Tarragona,118,734786,2006-07-19
Luisa,2161,2006-02-12,Parking,Venta,Lleida,210,1511160,2006-10-21
María,2162,2006-02-12,Piso,Alquiler,Barcelona,184,864248,2006-07-18
María,2163,2006-02-12,Piso,Alquiler,Lleida,141,1401822,2006-05-29
Luisa,2166,2006-02-14,Parking,Alquiler,Girona,131,1163542,2007-01-18
María,2167,2006-02-15,Suelo,Venta,Barcelona,149,1436211,2007-02-01
Luisa,2169,2006-02-15,Suelo,Venta,Tarragona,227,2069786,2006-10-16
Joaquín,2170,2006-02-15,Parking,Alquiler,Tarragona,132,973764,2006-05-19
Luisa,2171,2006-02-16,Industrial,Alquiler,Barcelona,114,636918,2007-01-10
Pedro,2172,2006-02-16,Industrial,Alquiler,Lleida,201,1733022,2006-09-08
Joaquín,2173,2006-02-16,Oficina,Venta,Tarragona,279,2331324,2006-08-02
Joaquín,2174,2006-02-16,Suelo,Venta,Lleida,188,1541976,2006-07-19
Luisa,2175,2006-02-16,Casa,Alquiler,Lleida,117,561132,2006-10-08
María,2176,2006-02-16,Suelo,Alquiler,Tarragona,276,1302720,2006-11-09
Pedro,2178,2006-02-17,Industrial,Venta,Girona,271,2108109,2006-12-24
María,2179,2006-02-17,Oficina,Venta,Girona,127,928243,2006-05-25
Pedro,2180,2006-02-17,Piso,Alquiler,Tarragona,101,673670,2006-07-05
Joaquín,2181,2006-02-17,Suelo,Venta,Lleida,153,1140156,2006-06-30
Carmen,2182,2006-02-18,Industrial,Venta,Tarragona,126,1031058,2006-09-13
Luisa,2184,2006-02-18,Suelo,Alquiler,Tarragona,107,839522,2006-08-11
Jesús,2186,2006-02-20,Parking,Alquiler,Barcelona,228,1815336,2006-06-10
Pedro,2188,2006-02-20,Oficina,Venta,Girona,245,1660120,2006-11-26
Pedro,2189,2006-02-20,Local,Venta,Girona,271,1647409,2007-01-12
Luisa,2190,2006-02-20,Piso,Venta,Tarragona,217,1912638,2006-10-22
Luisa,2192,2006-02-21,Casa,Venta,Lleida,249,1307250,2006-11-20
Luisa,2193,2006-02-21,Parking,Alquiler,Barcelona,260,2470000,2006-05-27
Carmen,2194,2006-02-21,Local,Alquiler,Tarragona,154,1109262,2006-06-06
